email,prenom,nom,entreprise,segment,source,base_legale,domaine_site,opt_in_pending,notes
info@accenture.com,,,Accenture Switzerland,erp_integrateur_sap,sap-partners,interet_legitime_B2B_email_public,accenture.com,yes,SAP Platinum Partner CH
info@deloitte.com,,,Deloitte Switzerland,erp_integrateur_sap,sap-partners,interet_legitime_B2B_email_public,deloitte.com,yes,SAP Platinum Partner CH
info@capgemini.com,,,Capgemini Switzerland,erp_integrateur_sap,sap-partners,interet_legitime_B2B_email_public,capgemini.com,yes,SAP Platinum Partner CH
info@aproda.ch,,,Aproda AG,erp_integrateur_sap,sap-partners,interet_legitime_B2B_email_public,aproda.ch,yes,Microsoft Dynamics 365 St-Gall
info@isolutions.ch,,,iSolutions AG,erp_integrateur_sap,sap-partners,interet_legitime_B2B_email_public,isolutions.ch,yes,Microsoft Dynamics 365 Bern
info@bossinfo.ch,,,Boss Info AG,erp_integrateur_sap,sap-partners,interet_legitime_B2B_email_public,bossinfo.ch,yes,Microsoft Dynamics 365 Farnern
info@bs-team.ch,,,BS-Team SA,erp_integrateur_sap,sap-partners,interet_legitime_B2B_email_public,bs-team.ch,yes,Microsoft Dynamics 365 Morges VD
info@ioz.ch,,,IOZ AG,erp_integrateur_sap,sap-partners,interet_legitime_B2B_email_public,ioz.ch,yes,Microsoft Dynamics 365 Sursee
info@bucher-suter.com,,,Bucher + Suter,erp_integrateur_sap,sap-partners,interet_legitime_B2B_email_public,bucher-suter.com,yes,Microsoft Dynamics 365 Bern
info@ambit-group.com,,,Ambit Group AG,erp_integrateur_sap,sap-partners,interet_legitime_B2B_email_public,ambit-group.com,yes,Microsoft Dynamics 365 Winterthur
info@dbe.ch,,,DBE SA,erp_integrateur_sap,sap-partners,interet_legitime_B2B_email_public,dbe.ch,yes,Microsoft Dynamics 365 Bienne
info@datadynamic.ch,,,Data Dynamic AG,erp_integrateur_sap,sap-partners,interet_legitime_B2B_email_public,datadynamic.ch,yes,Microsoft Dynamics 365 Bern
info@joker-it.ch,,,Joker IT AG,erp_integrateur_sap,sap-partners,interet_legitime_B2B_email_public,joker-it.ch,yes,Microsoft Dynamics 365 Goldau
info@softwareone.com,,,SoftwareONE AG,erp_integrateur_sap,sap-partners,interet_legitime_B2B_email_public,softwareone.com,yes,Microsoft Dynamics 365 Stans
info@arvato-systems.ch,,,Arvato Systems Digital,erp_integrateur_sap,sap-partners,interet_legitime_B2B_email_public,arvato-systems.ch,yes,Microsoft Dynamics 365 Zürich
info@prisma-informatik.ch,,,PRISMA Informatik AG,erp_integrateur_sap,sap-partners,interet_legitime_B2B_email_public,prisma-informatik.ch,yes,Microsoft Dynamics 365 Dietlikon
info@aventit.ch,,,aventit AG,erp_integrateur_sap,sap-partners,interet_legitime_B2B_email_public,aventit.ch,yes,Microsoft Dynamics 365 Zürich
info@erp-services.ch,,,ERP Services SA,erp_integrateur_sap,sap-partners,interet_legitime_B2B_email_public,erp-services.ch,yes,Microsoft Dynamics 365 Puidoux VD
info@logico.ch,,,Logico SA,erp_integrateur_sap,sap-partners,interet_legitime_B2B_email_public,logico.ch,yes,Microsoft Dynamics 365 Bienne
info@delphisoft.ch,,,Delphisoft SA,erp_integrateur_sap,sap-partners,interet_legitime_B2B_email_public,delphisoft.ch,yes,Microsoft Dynamics 365 Satigny GE
info@erpxperts.ch,,,ERPXperts SA,erp_integrateur_sap,sap-partners,interet_legitime_B2B_email_public,erpxperts.ch,yes,Microsoft Dynamics 365 Givisiez FR
info@foxdata.ch,,,fox data gmbh,erp_integrateur_sap,sap-partners,interet_legitime_B2B_email_public,foxdata.ch,yes,Microsoft Dynamics 365 Bern
info@axians.ch,,,Axians Infoma Schweiz AG,erp_integrateur_sap,sap-partners,interet_legitime_B2B_email_public,axians.ch,yes,Microsoft Dynamics 365 Schlieren
info@logol.ch,,,logol AG,erp_integrateur_sap,sap-partners,interet_legitime_B2B_email_public,logol.ch,yes,Microsoft Dynamics 365 Steinhausen
info@kcs.net,,,KCS.net (Avanade),erp_integrateur_sap,sap-partners,interet_legitime_B2B_email_public,kcs.net,yes,Microsoft Dynamics AX leader DACH
info@almakom.ch,,,Almakom,erp_integrateur_sap,sap-partners,interet_legitime_B2B_email_public,almakom.ch,yes,Microsoft Dynamics 365 CH romande
